TiePointId,MunicipalityName,TiePointName,LPCSNorthing,LPCSEasting,PPCSNorthing,PPCSEasting,PRSNorthing,PRSEasting
29736,MALLIG,"PLS 44, BLLM # 118",24648.5,19393.14,,,,
29737,MALLIG,"PLS 44, BLLM # 119",26364.48,18375.29,,,,
29738,MALLIG,"PLS 44, BLLM # 12",13798.11,22777.47,,,,
29739,MALLIG,"PLS 44, BLLM # 120",26388.4,18725.97,,,,
29740,MALLIG,"PLS 44, BLLM # 121",26460.23,16564.3,,,,
29741,MALLIG,"PLS 44, BLLM # 122",26462.27,16371.79,,,,
29742,MALLIG,"PLS 44, BLLM # 123",26481.2,14649.99,,,,
29743,MALLIG,"PLS 44, BLLM # 124",26511.07,14377.85,,,,
29744,MALLIG,"PLS 44, BLLM # 125",26504.39,12536.88,,,,
29745,MALLIG,"PLS 44, BLLM # 126",26506.57,12320.23,,,,
29746,MALLIG,"PLS 44, BLLM # 127",26509.48,10521.17,,,,
29748,MALLIG,"PLS 15, BLLM # 10",15704.35,22639.76,,,,
29749,MALLIG,"PLS 15, BLLM 100",22781.97,20255.81,,,,
29750,MALLIG,"PLS 15, BLLM # 101",22772.84,18206.73,,,,
29751,MALLIG,"PLS 15, BLLM # 102",22782.33,17837.69,,,,
29752,MALLIG,"PLS 15, BLLM # 103",22881.91,16034.74,,,,
29753,MALLIG,"PLS 15, BLLM # 104",22772.08,15672.16,,,,
29754,MALLIG,"PLS 15, BLLM # 105",22800.5,13787.38,,,,
29755,MALLIG,"PLS 15, BLLM # 106",22798.8,13496.12,,,,
29756,MALLIG,"PLS 15, BLLM # 107",22767.27,11306.18,,,,
29757,MALLIG,"PLS 15, BLLM # 108",22761.54,10979.24,,,,
29758,MALLIG,"PLS 15, BLLM # 109",24594,10321.07,,,,
29759,MALLIG,"PLS 15, BLLM # 11",14047.47,22759.57,,,,
29760,MALLIG,"PLS 15, BLLM # 110",24596,10680.86,,,,
29761,MALLIG,"PLS 15, BLLM # 111",24627.72,12618.11,,,,
29762,MALLIG,"PLS 15, BLLM # 112",24633.62,12892.33,,,,
29763,MALLIG,"PLS 15, BLLM # 113",24664.3,14917.9,,,,
29764,MALLIG,"PLS 15, BLLM # 114",24707.71,15252.06,,,,
29765,MALLIG,"PLS 15, BLLM # 115",24670.77,16877.98,,,,
29766,MALLIG,"PLS 15, BLLM # 116",24667.5,17241.23,,,,
29767,MALLIG,"PLS 15, BLLM # 117",24650.48,19094.27,,,,
29768,MALLIG,"PLS 15, BLLM # 118",24648.5,19393.14,,,,
29769,MALLIG,"PLS 15, BLLM # 119",26364.48,18375.29,,,,
29770,MALLIG,"PLS 15, BLLM # 120",26388.4,18725.97,,,,
29771,MALLIG,"PLS 15, BLLM # 121",26460.23,16564.3,,,,
29772,MALLIG,"PLS 15, BLLM # 122",26462.27,16371.79,,,,
29773,MALLIG,"PLS 15, BLLM # 123",26481.2,14649.99,,,,
29774,MALLIG,"PLS 15, BLLM # 124",26511.07,14377.85,,,,
29775,MALLIG,"PLS 15, BLLM # 125",26504.39,12536.88,,,,
29776,MALLIG,"PLS 15, BLLM # 126",26506.57,12320.23,,,,
29777,MALLIG,"PLS 15, BLLM # 127",26509.48,10521.17,,,,
30091,TUMAUINI,"PLS 43, MBM # 15",16493.95,15001.78,,,,
30092,TUMAUINI,"PLS 43, MBM # 16",16557.26,13956.54,,,,
30093,MALLIG,"PLS 43, BLLM # 86",19147.56,13110.84,,,,
30094,MALLIG,"PLS 44, BLLM # 86",19147.56,13110.84,,,,
30098,MALLIG,"PLS 43, BLLM # 87",19270.06,11625.21,,,,
30101,MALLIG,"PLS 44, BLLM # 87",19270.06,11625.21,,,,
30104,MALLIG,"PLS 43, BLLM # 88",19315.41,11201.33,,,,
30105,MALLIG,"PLS 44, BLLM # 88",19315.41,11201.33,,,,
30106,MALLIG,"PLS 43, BLLM # 89",20945.54,11178.53,,,,
30107,MALLIG,"PLS 44, BLLM # 89",20945.54,11178.53,,,,
30108,MALLIG,"PLS 44, BLLM # 9",15876.57,22627.07,,,,
30109,MALLIG,"PLS 43, BLLM # 90",20944.3,11510.19,,,,
30110,MALLIG,"PLS 44, BLLM # 90",20944.3,11510.19,,,,
30111,MALLIG,"PLS 43, BLLM # 91",20952.9,13465.6,,,,
30112,MALLIG,"PLS 44, BLLM # 91",20952.9,13465.6,,,,
30113,MALLIG,"PLS 43, BLLM # 92",20954.5,13795.97,,,,
30114,MALLIG,"PLS 44, BLLM # 92",20954.5,13795.97,,,,
30115,MALLIG,"PLS 43, BLLM # 93",20927.52,15729.89,,,,
30116,MALLIG,"PLS 44, BLLM # 93",20927.52,15729.89,,,,
30117,MALLIG,"PLS 43, BLLM # 94",20922.33,16021.72,,,,
30118,MALLIG," PLS 44, BLLM # 94",20922.33,16021.72,,,,
30119,MALLIG," PLS 43, BLLM # 95",20842.34,17892.5,,,,
30120,MALLIG,"PLS 44, BLLM # 95",20842.34,17892.5,,,,
30121,MALLIG,"PLS 43, BLLM # 96",24746.77,18069.89,,,,
30122,MALLIG,"PLS 44, BLLM # 96",24746.77,18069.89,,,,
30123,MALLIG,"PLS 43, BLLM # 97",20214.38,19863.44,,,,
30124,MALLIG,"PLS 44, BLLM # 97",20214.38,19863.44,,,,
30125,MALLIG,"PLS 43, BLLM # 98",21343.21,20188.9,,,,
30126,MALLIG,"PLS 44, BLLM # 98",21343.21,20188.9,,,,
30127,MALLIG,"PLS 43, BLLM # 99",22787.06,20602.68,,,,
30128,MALLIG,"PLS 44, BLLM # 99",22787.06,20602.68,,,,
30131,MALLIG,"PLS 42, MBM # 1",13554.8,11112.5,,,,
30133,MALLIG,"PLS 44, MBM # 1",13554.8,11112.5,,,,
30135,MALLIG,"PLS 42, MBM # 10",12253.35,16385.73,,,,
30136,MALLIG,"PLS 43, MBM # 10",12253.35,16385.73,,,,
30137,MALLIG,"PLS 44, MBM # 10",12253.35,16385.73,,,,
30138,MALLIG,"PLS 42, MBM # 11",12180.11,17143.93,,,,
30139,MALLIG,"PLS 44, MBM # 11",12180.11,17143.93,,,,
30140,MALLIG,"PLS 42, MBM # 2",13535.63,11465.71,,,,
30141,MALLIG,"PLS 44, MBM # 2",13535.63,11465.71,,,,
30144,MALLIG,"PLS 42, MBM # 3",13472.27,12219.16,,,,
30145,MALLIG,"PLS 44, MBM # 3",13472.27,12219.16,,,,
30146,MALLIG,"PLS 42, MBM # 4",13367.15,13136.67,,,,
30147,MALLIG,"PLS 44, MBM # 4",13367.15,13136.67,,,,
30148,MALLIG,"PLS 42, MBM # 5",13288.71,14392.18,,,,
30149,MALLIG,"PLS 44, MBM # 5",13288.71,14392.18,,,,
30151,MALLIG,"PLS 42, MBM # 6",13262.34,14728.22,,,,
30154,MALLIG,"PLS 44, MBM # 6",13262.34,14728.22,,,,
30157,MALLIG,"PLS 42, MBM # 7",16102.34,19647.01,,,,
30158,MALLIG,"PLS 44, MBM # 7",13178.76,15738.04,,,,
30159,MALLIG,"PLS 42, MBM # 8",13115.67,16495.87,,,,
30160,MALLIG,"PLS 44, MBM # 8",13115.67,16495.87,,,,
30163,MALLIG,"PLS 42, MBM # 9",12690,16427.42,,,,
30166,MALLIG,"PLS 44, MBM # 9",12690,16427.42,,,,
30207,MALLIG,"PLS 43, BLLM # 22",8276.02,16096.81,,,,
30210,MALLIG,"PLS 44, BLLM # 22",8276.02,16096.81,,,,
30219,MALLIG,"PLS 43, BLLM # 23",8199.4,14769.66,,,,
30221,MALLIG,"PLS 44, BLLM # 23",8199.4,14769.66,,,,
30223,MALLIG,"PLS 43, BLLM # 24",8176.74,14427.45,,,,
30224,MALLIG,"PLS 43, BLLM # 25",6492.09,14143.71,,,,
30225,MALLIG,"PLS 44, BLLM # 25",6492.09,14143.71,,,,
30226,MALLIG,"PLS 43, BLLM # 26",6442.7,13895.46,,,,
30227,MALLIG,"PLS 44, BLLM # 26",6442.7,13895.46,,,,
30231,MALLIG,"PLS 43, BLLM # 27",8072.09,12803.13,,,,
30234,MALLIG,"PLS 44, BLLM # 27",8072.09,12803.13,,,,
30238,MALLIG,"PLS 43, BLLM # 28",8048.21,12445.87,,,,
30243,MALLIG,"PLS 44, BLLM # 28",8048.21,12445.87,,,,
30249,MALLIG,"PLS 43, BLLM # 29",9844.92,12766.26,,,,
30250,MALLIG,"PLS 44, BLLM # 29",9844.92,12766.26,,,,
30251,MALLIG,"PLS 44, BLLM # 3",20595.43,21488.3,,,,
30252,MALLIG,"PLS 43, BLLM # 30",9845.66,13139.32,,,,
30253,MALLIG,"PLS 44, BLLM # 30",9845.66,13139.32,,,,
30254,MALLIG,"PLS 43, BLLM # 31",9823.32,15233.33,,,,
30255,MALLIG,"PLS 44, BLLM # 31",9823.32,15233.33,,,,
30256,MALLIG,"PLS 43, BLLM # 32",9820.01,15409.41,,,,
30257,MALLIG,"PLS 44, BLLM # 32",9820.01,15409.41,,,,
30258,MALLIG,"PLS 43, BLLM # 33",9792.06,17324.1,,,,
30259,MALLIG,"PLS 44, BLLM # 33",9792.06,17324.1,,,,
30261,MALLIG,"PLS 43, BLLM # 34",9786.69,17703.79,,,,
30262,MALLIG,"PLS 44, BLLM # 34",9786.69,17703.79,,,,
30263,MALLIG,"PLS 43, BLLM # 35",9763,19577.22,,,,
30264,MALLIG,"PLS 44, BLLM # 35",9763,19577.22,,,,
30266,MALLIG,"PLS 43, BLLM # 36",9759.49,19967.14,,,,
30267,MALLIG,"PLS 43, BLLM # 128",26614.56,10090.27,,,,
30268,MALLIG,"PLS 44, BLLM # 36",9759.49,19967.14,,,,
30269,MALLIG,"PLS 43, BLLM # 129",28273.35,12125.75,,,,
30270,MALLIG,"PLS 43, BLLM # 13",12278.73,22885.93,,,,
30271,MALLIG,"PLS 43, BLLM # 130",28278.05,12622.33,,,,
30272,MALLIG,"PLS 43, BLLM # 131",28285.88,14613,,,,
30273,MALLIG,"PLS 43, BLLM # 37",8941.05,22436.76,,,,
30274,MALLIG,"PLS 43, BLLM # 132",28289.21,15050.07,,,,
30275,MALLIG,"PLS 43, BLLM # 133",28302.48,17138.75,,,,
30276,MALLIG,"PLS 44, BLLM # 37",8941.05,22436.76,,,,
30277,MALLIG,"PLS 43, BLLM # 134",28301.59,17428.05,,,,
30278,MALLIG,"PLS 43, BLLM # 135",30146.24,18458.79,,,,
30280,MALLIG,"PLS 43, BLLM # 136",30148.66,18258.27,,,,
30281,MALLIG,"PLS 43, BLLM # 137",30157.58,15961.86,,,,
30282,MALLIG,"PLS 43, BLLM # 138",30155.76,15650.32,,,,
30283,MALLIG,"PLS 43, BLLM # 38",9040.27,22389.24,,,,
30284,MALLIG,"PLS 43, BLLM # 139",30123.78,14182.2,,,,
30285,MALLIG,"PLS 43, BLLM # 14",12170.93,22846.65,,,,
30286,MALLIG,"PLS 44, BLLM # 38",9040.27,22389.24,,,,
30287,MALLIG,"PLS 43, BLLM # 140",30115.8,13749.44,,,,
30288,MALLIG,"PLS 43, BLLM # 141",31960.75,14997.01,,,,
30289,MALLIG,"PLS 43, BLLM # 142",31958.24,15486.31,,,,
30290,MALLIG,"PLS 43, BLLM # 144",31933.61,17947.79,,,,
30291,MALLIG,"PLS 43, BLLM # 39",10121.72,21860.92,,,,
30292,MALLIG,"PLS 43, BLLM # 145",33834.35,17937.65,,,,
30293,MALLIG,"PLS 43, BLLM # 146",33835.2,17794.28,,,,
30294,MALLIG,"PLS 44, BLLM # 39",10121.72,21860.92,,,,
30295,MALLIG,"PLS 43, BLLM # 147",33870.79,15733.77,,,,
30296,MALLIG,"PLS 43, BLLM # 148",33880.28,15337.36,,,,
30297,MALLIG,"PLS 43, BLLM # 149",35216.46,15487.89,,,,
30298,MALLIG,"PLS 44, BLLM # 4",20674.21,21681.06,,,,
30299,MALLIG,"PLS 43, BLLM # 40",10226.75,21793.32,,,,
30300,MALLIG,"PLS 44, BLLM # 40",10226.75,21793.32,,,,
30301,MALLIG,"PLS 43, BLLM # 41",11705.95,19230.52,,,,
30302,MALLIG,"PLS 44, BLLM # 41",11705.95,19230.52,,,,
30303,MALLIG,"PLS 43, BLLM # 42",11706.01,19004.81,,,,
30304,MALLIG,"PLS 44, BLLM # 42",11706.01,19004.81,,,,
30305,MALLIG,"PLS 43, BLLM # 43",11706.84,17343.58,,,,
30306,MALLIG,"PLS 44, BLLM # 43",11706.84,17343.58,,,,
30307,MALLIG,"PLS 43, BLLM # 44",11706.6,17013.33,,,,
30308,MALLIG,"PLS 44, BLLM # 44",11706.6,17343.58,,,,
30309,MALLIG,"PLS 43, BLLM # 45",11693.99,14932.81,,,,
30310,MALLIG,"PLS 44, BLLM # 45",11693.93,14932.81,,,,
30311,MALLIG,"PLS 43, BLLM # 15",10560.93,23379.36,,,,
30312,MALLIG,"PLS 43, BLLM # 150",36055.79,15568.77,,,,
30313,MALLIG,"PLS 43, BLLM # 151",35652.47,17320.22,,,,
30314,MALLIG,"PLS 43, BLLM # 152",15619.42,17478.51,,,,
30315,MALLIG,"PLS 43, BLLM # 46",11691.21,14577.93,,,,
30316,MALLIG,"PLS 43, BLLM # 16",10385.7,23200.3,,,,
30317,MALLIG,"PLS 43, BLLM # 17",8559.45,20144.59,,,,
30318,MALLIG,"PLS 44, BLLM # 46",11691.21,14571.93,,,,
30319,MALLIG,"PLS 43, BLLM # 18",8598.25,19832.89,,,,
30320,MALLIG,"PLS 43, BLLM # 19",8436.26,18539.65,,,,
30321,MALLIG,"PLS 43, BLLM # 2",19701.55,20221.33,,,,
30322,MALLIG,"PLS 43, BLLM # 20",8423.66,18139.15,,,,
30323,MALLIG,"PLS 43, BLLM # 47",11696.6,12334.6,,,,
30324,MALLIG,"PLS 43, BLLM # 21",8295.01,16446.83,,,,
30325,MALLIG,"PLS 44, BLLM # 128",26614.56,10090.27,,,,
30326,MALLIG,"PLS 44, BLLM # 129",28273.35,12125.75,,,,
30327,MALLIG,"PLS 44, BLLM # 13",12278.73,22885.93,,,,
30328,MALLIG,"PLS 44, BLLM # 47",11696.6,12334.6,,,,
30329,MALLIG,"PLS 44, BLLM # 130",28278.05,12622.33,,,,
30330,MALLIG,"PLS 44, BLLM # 131",28285.88,14613,,,,
30331,MALLIG,"PLS 43, BLLM # 48",11714.42,12157.12,,,,
30332,MALLIG,"PLS 44, BLLM # 132",28289.21,15050.07,,,,
30333,MALLIG,"PLS 44, BLLM # 133",28302.48,17138.75,,,,
30334,MALLIG,"PLS 44, BLLM # 48",11714.42,12157.12,,,,
30335,MALLIG,"PLS 43, BLLM # 49",13591.79,11769.47,,,,
30336,MALLIG,"PLS 44, BLLM # 49",13591.79,11769.47,,,,
30337,MALLIG,"PLS 43, BLLM # 5",19179.18,21682.42,,,,
30338,MALLIG,"PLS 44, BLLM # 5",19179.18,21682.42,,,,
30339,MALLIG,"PLS 44, BLLM # 135",30146.24,18458.79,,,,
30340,MALLIG,"PLS 44, BLLM # 136",30148.66,18258.27,,,,
30341,MALLIG,"PLS 44, BLLM # 137",30157.58,15961.86,,,,
30342,MALLIG,"PLS 43, BLLM # 50",13546.54,12192,,,,
30343,MALLIG,"PLS 44, BLLM # 138",30155.76,15650.32,,,,
30344,MALLIG,"PLS 44, BLLM # 139",30123.78,14182.2,,,,
30345,MALLIG,"PLS 44, BLLM # 50",13546.54,12192,,,,
30346,MALLIG,"PLS 44, BLLM # 14",12170.93,22846.65,,,,
30347,MALLIG,"PLS 44, BLLM # 140",30115.8,13749.44,,,,
30348,MALLIG,"PLS 44, BLLM # 141",31960.75,14997.01,,,,
30349,MALLIG,"PLS 43, BLLM # 51",13518.61,13977.17,,,,
30350,MALLIG,"PLS 44, BLLM # 142",31958.24,15486.31,,,,
30351,MALLIG,"PLS 44, BLLM # 144",31933.61,17947.79,,,,
30352,MALLIG,"PLS 44, BLLM # 51",13518.61,13977.17,,,,
30353,MALLIG,"PLS 44, BLLM # 145",33834.35,17937.65,,,,
30354,MALLIG,"PLS 44, BLLM # 146",33835.2,17794.28,,,,
30355,MALLIG,"PLS 44, BLLM # 147",33870.79,15733.77,,,,
30356,MALLIG,"PLS 43, BLLM # 52",13508.92,14405.08,,,,
30357,MALLIG,"PLS 44, BLLM # 148",33880.28,15337.36,,,,
30358,MALLIG,"PLS 44, BLLM # 149",35216.46,15487.89,,,,
30359,MALLIG,"PLS 44, BLLM # 52",13508.92,14405.08,,,,
30360,MALLIG,"PLS 44, BLLM # 15",10560.93,23379.36,,,,
30361,MALLIG,"PLS 44, BLLM # 150",36055.79,15568.77,,,,
30362,MALLIG,"PLS 44, BLLM # 151",35652.47,17320.22,,,,
30363,MALLIG,"PLS 44, BLLM # 152",15619.42,17478.51,,,,
30364,MALLIG,"PLS 44, BLLM # 16",10385.7,23200.3,,,,
30365,MALLIG,"PLS 43, BLLM # 53",13493.69,16417.64,,,,
30366,MALLIG,"PLS 44, BLLM # 17",8559.45,20144.59,,,,
30367,MALLIG,"PLS 44, BLLM # 53",13493.69,16417.64,,,,
30368,MALLIG,"PLS 44, BLLM # 18",8598.25,19832.89,,,,
30369,MALLIG,"PLS 44, BLLM # 19",8436.26,18539.65,,,,
30370,MALLIG,"PLS 44, BLLM # 2",19701.55,20221.33,,,,
30371,MALLIG,"PLS 44, BLLM # 20",8423.66,18139.15,,,,
30372,MALLIG,"PLS 44, BLLM # 21",8295.01,16446.83,,,,
30373,MALLIG,"PLS 43, BLLM # 54",13496.59,16872.87,,,,
30374,MALLIG,"PLS 44, BLLM # 54",13496.59,16872.87,,,,
30375,MALLIG,"PLS 15, BLLM # 54",13496.59,16872.87,,,,
30376,MALLIG,"PLS 43, BLLM # 55",13479.25,18733.76,,,,
30377,MALLIG,"PLS 44, BLLM # 55",13479.25,18733.76,,,,
30378,MALLIG,"PLS 43, BLLM # 57",13473.15,21053.34,,,,
30379,MALLIG,"PLS 44, BLLM # 57",13473.15,21053.34,,,,
30380,MALLIG,"PLS 43, BLLM # 58",13474.13,21297.78,,,,
30381,MALLIG,"PLS 44, BLLM # 58",13474.13,21297.78,,,,
30382,MALLIG,"PLS 43, BLLM # 59",15575.08,21303.54,,,,
30383,MALLIG,"PLS 44, BLLM # 59",15575.08,21303.54,,,,
30384,MALLIG,"PLS 44, BLLM # 6",19159.16,21929.49,,,,
30385,MALLIG,"PLS 43, BLLM # 60",15646.45,21134.31,,,,
30386,MALLIG,"PLS 44, BLLM # 60",15646.45,21134.31,,,,
30387,MALLIG,"PLS 43, BLLM # 61",15473.22,19120.12,,,,
30388,MALLIG,"PLS 44, BLLM # 61",15473.22,19120.12,,,,
30389,MALLIG,"PLS 43, BLLM # 62",15472.83,18858.38,,,,
30390,MALLIG,"PLS 44, BLLM # 62",15472.83,18858.38,,,,
30391,MALLIG,"PLS 43, BLLM # 63",15454.63,17047.8,,,,
30392,MALLIG,"PLS 44, BLLM # 63",15454.63,17047.8,,,,
30394,MALLIG,"PLS 43, BLLM # 64",15466.43,16605.07,,,,
30395,MALLIG,"PLS 44, BLLM # 64",15466.43,16605.07,,,,
30396,MALLIG,"PLS 43, BLLM # 66",15457.71,14531.48,,,,
30397,MALLIG,"PLS 44, BLLM # 66",15457.71,14531.48,,,,
30398,MALLIG,"PLS 43, BLLM # 67",15452.84,12556.33,,,,
30399,MALLIG,"PLS 44, BLLM # 67",15452.84,12556.33,,,,
30400,MALLIG,"PLS 43, BLLM # 68",15451.91,12136.65,,,,
30401,MALLIG,"PLS 44, BLLM # 68",15451.91,12136.65,,,,
30402,MALLIG,"PLS 43, BLLM # 69",17382.84,11206.67,,,,
30403,MALLIG,"PLS 44, BLLM # 69",17382.84,11206.67,,,,
30404,MALLIG,"PLS 43, BLLM # 7",17506.73,22292.26,,,,
30405,MALLIG,"PLS 44, BLLM # 7",17506.73,22292.26,,,,
30406,MALLIG,"PLS 43, BLLM # 70",17421.09,11505.89,,,,
30407,MALLIG,"PLS 44, BLLM # 70",17421.09,11505.89,,,,
30408,MALLIG,"PLS 43, BLLM # 71",17308.67,13480.83,,,,
30409,MALLIG,"PLS 44, BLLM # 71",17308.67,13480.83,,,,
30410,MALLIG,"PLS 43, BLLM # 72",17310.14,13838.67,,,,
30411,MALLIG,"PLS 44, BLLM # 72",17310.14,13838.67,,,,
30412,MALLIG,"PLS 43, BLLM # 73",17194.02,15728.81,,,,
30413,MALLIG,"PLS 44, BLLM # 73",17194.02,15728.81,,,,
30414,MALLIG,"PLS 43, BLLM # 75",17106.41,18241.74,,,,
30415,MALLIG,"PLS 44, BLLM # 75",17106.41,18241.74,,,,
30416,MALLIG,"PLS 43, BLLM # 76",17138.76,18466.05,,,,
30417,MALLIG,"PLS 44, BLLM # 76",17138.76,18466.05,,,,
30418,MALLIG,"PLS 43, BLLM # 77",17253.34,20505.5,,,,
30419,MALLIG,"PLS 44, BLLM # 77",17253.34,20505.5,,,,
30420,MALLIG,"PLS 43, BLLM # 78",17232.32,20754.55,,,,
30421,MALLIG,"PLS 44, BLLM # 78",17232.32,20754.55,,,,
30422,MALLIG,"PLS 43, BLLM # 79",18908.47,20144.35,,,,
30423,MALLIG,"PLS 44, BLLM # 79",18908.47,20114.35,,,,
30424,MALLIG,"PLS 43, BLLM # 8",17492.9,22403.89,,,,
30425,MALLIG,"PLS 44, BLLM # 8",17492.9,22403.89,,,,
30426,MALLIG,"PLS 43, BLLM # 80",18929.59,19895.05,,,,
30427,MALLIG,"PLS 44, BLLM # 80",18929.59,19895.05,,,,
30428,MALLIG,"PLS 43, BLLM # 81",19105.62,17933.49,,,,
30429,MALLIG,"PLS 44, BLLM # 81",19105.62,17933.49,,,,
30430,MALLIG,"PLS 43, BLLM # 82",19248.5,17798.37,,,,
30431,MALLIG,"PLS 44, BLLM # 82",19248.5,17798.37,,,,
30432,MALLIG,"PLS 43, BLLM # 83",19130.16,15772.03,,,,
30433,MALLIG,"PLS 44, BLLM # 83",19130.16,15772.03,,,,
30434,MALLIG,"PLS 43, BLLM # 84",19138.69,15504.23,,,,
30435,MALLIG,"PLS 44, BLLM # 84",19138.69,15504.23,,,,
30436,MALLIG,"PLS 43, BLLM # 85",19207.63,13428.66,,,,
30437,MALLIG,"PLS 44, BLLM # 85",19207.63,13428.66,,,,
30443,ILAGAN CITY (CAPITAL),"MUN. OF ILAGAN (LOCAL), BLLM # 1",20000,20000,,,,
30444,ILAGAN CITY (CAPITAL),"MUN. OF ILAGAN, BLLM # 2",20036.82,19929.63,,,,
30445,ILAGAN CITY (CAPITAL),"BO. OF MALALAM, BLBM # 1",16960.17,21284.21,,,,
30446,ILAGAN CITY (CAPITAL),"BO. OF MALALAM, BLBM # 2",16715.34,21399.55,,,,
30447,TUMAUINI,"PLS 964, BLLM # 13",,,1910978.52,598658.61,,
30460,SANTIAGO CITY,"CAD 211, BLLM # 54",42942.28,29221.58,,,,
30463,SAN MANUEL,"ISABELA ESTATE, MON # N-4",14774.4,9928,,,,
30466,LUNA,"ISABELA ESTATE, MON # N-1",10521,2560.9,,,,
30467,LUNA,"ISABELA ESTATE, MON # N-2",12198.9,5467.1,,,,
30471,LUNA,"ISABELA ESTATE, MON # N-6",17024.4,13825.1,,,,
30472,LUNA,"ISABELA ESTATE, MON # N-7",18149.4,15773.7,,,,
30473,LUNA,"ISABELA ESTATE, MON # NE COR",19412.3,17961.1,,,,
30474,LUNA,"ISABELA ESTATE, MON # E-1",17310.6,17962.9,,,,
30475,LUNA,"ISABELA ESTATE, MON # E-2",13987.5,17965.6,,,,
30476,LUNA,"ISABELA ESTATE, MON # E-3",10592.9,17968.5,,,,
30477,LUNA,"ISABELA ESTATE, MON # E-4",8499.2,17970.2,,,,
30478,LUNA,"ISABELA ESTATE, MON # SE COR",5229.2,17972.8,,,,
30479,LUNA,"ISABELA ESTATE, MON # SW COR",1031.4,10756.1,,,,
30480,LUNA,"ISABELA ESTATE, MON # S-1",1697.4,7744.9,,,,
30481,LUNA,"ISABELA ESTATE, MON # S-2",1947.9,6612.3,,,,
30482,LUNA,"ISABELA ESTATE, MON # S-3",2523.5,4010.4,,,,
30483,LUNA,"ISABELA ESTATE, MON # S-4",2962.5,2025.7,,,,
30484,LUNA,"ISABELA ESTATE, MON # W-1",3992.3,640.6,,,,
30485,LUNA,"ISABELA ESTATE, MON # W-2",7440,640.6,,,,
30486,LUNA,"ISABELA ESTATE, MON # NW COR",9412.3,640.6,,,,
30487,LUNA,"ISABELA ESTATE, POST # 1",1205.9,9967.4,,,,
30488,LUNA,"ISABELA ESTATE, POST # 2",2033.7,12087.6,,,,
30489,LUNA,"ISABELA ESTATE, POST # 3",2936.1,14164.7,,,,
30490,LUNA,"ISABELA ESTATE, POST # 4",4953.5,15598.1,,,,
30491,ALICIA,"ISABELA ESTATE, POST # 5",5340.4,17972.7,,,,
30492,LUNA,"ISABELA ESTATE, POST # 6",9846.6,17969.1,,,,
30493,LUNA,"ISABELA ESTATE, POST # 7",10772.1,17435,,,,
30494,LUNA,"ISABELA ESTATE, POST # 8",9106.2,15798.6,,,,
30495,LUNA,"ISABELA ESTATE, POST # 9",7712.9,14004.9,,,,
30496,LUNA,"ISABELA ESTATE, POST # 10",5951.3,12423.8,,,,
30497,LUNA,"ISABELA ESTATE, POST # 11",4904.8,10429.9,,,,
30498,LUNA,"ISABELA ESTATE, POST # 12",3670,8544.6,,,,
30499,LUNA,"ISABELA ESTATE, POST # 13",2221.4,6782.9,,,,
30500,LUNA,"ISABELA ESTATE, POST # 15",3775.3,3345.4,,,,
30501,LUNA,"ISABELA ESTATE, POST # 16",4800.3,5294,,,,
30502,LUNA,"ISABELA ESTATE, POST # 17",5925.3,7242.5,,,,
30503,LUNA,"ISABELA ESTATE, POST # 18",7050.3,9191.2,,,,
30504,LUNA,"ISABELA ESTATE, POST # 19",8175.3,11139.8,,,,
30505,LUNA,"ISABELA ESTATE, POST # 20",9300.3,13088.4,,,,
30506,LUNA,"ISABELA ESTATE, POST # 21",10425.3,15037,,,,
30507,LUNA,"ISABELA ESTATE, POST # 22",11550.4,16985.6,,,,
30508,LUNA,"ISABELA ESTATE, POST # 23",12117.2,17967.2,,,,
30509,LUNA,"ISABELA ESTATE, POST # 24",13667.2,15763.3,,,,
30510,LUNA,"ISABELA ESTATE, POST # 25",11750.3,14272,,,,
30511,LUNA,"ISABELA ESTATE, POST # 26",10924.1,12150.9,,,,
30512,LUNA,"ISABELA ESTATE, POST # 27",9669.4,10277.3,,,,
30513,LUNA,"ISABELA ESTATE, POST # 28",9735,7641.2,,,,
30514,LUNA,"ISABELA ESTATE, POST # 29",7269.5,6472.3,,,,
30515,LUNA,"ISABELA ESTATE, POST # 30",6574.4,4269.8,,,,
30516,LUNA,"ISABELA ESTATE, POST # 31",5120.2,2511.2,,,,
30517,LUNA,"ISABELA ESTATE, POST # 32",16567.5,16675.5,,,,
30518,LUNA,"ISABELA ESTATE, POST # 34",15240.2,17453.3,,,,
30519,LUNA,"ISABELA ESTATE, POST # 35",15447.4,14735.6,,,,
30520,LUNA,"ISABELA ESTATE, POST # 36",14322.3,12787.1,,,,
30521,LUNA,"ISABELA ESTATE, POST # 37",13197.4,10838.7,,,,
30522,LUNA,"ISABELA ESTATE, POST # 39",12524.3,6030.8,,,,
30523,LUNA,"ISABELA ESTATE, POST # 40",10947.3,6941.3,,,,
30524,LUNA,"ISABELA ESTATE, POST # 41",11399.3,4082.3,,,,
30526,LUNA,"ISABELA ESTATE, POST # 42",9822.3,4992.8,,,,
30527,LUNA,"ISABELA ESTATE, POST # 43",10274.4,2133.9,,,,
30528,LUNA,"ISABELA ESTATE, POST # 44",8697.4,3044.4,,,,
30529,LUNA,"ISABELA ESTATE, MON # 1",1205.9,9967.4,,,,
30530,LUNA,"ISABELA ESTATE, MON # 2",2033.7,12087.6,,,,
30531,LUNA,"ISABELA ESTATE, MON # 3",2936.1,14164.7,,,,
